company,domain,country,region,sector,language,discovery_mechanism,discovery_provenance,entity_resolution_state,partner_motion_state,programme_ownership,programme_types,commercial_partner_motion,referral_state,lead_sharing_state,co_sell_state,deal_registration_state,partner_pipeline_state,partner_onboarding_state,partner_enablement_state,partner_tiers_state,partner_portal_state,partner_incentives_state,partner_attribution_state,partner_directory_state,programme_scale_state,programme_scale_claimed,programme_scale_noun,directory_entries_observed,informal_programme_signature,crm_state,crm_vendor,crm_evidence_strength,current_crm_evidence,historical_crm_evidence,crm_conflict,crm_latest_strong_evidence_date,crm_evidence_source,job_research_attempted,current_jobs_found,historical_jobs_found,jobs_inspected,non_partner_jobs_inspected,crm_job_mentions,crm_job_confirmations,linkedin_research_attempted,linkedin_accessible,linkedin_unique_evidence,partner_people_state,partner_people_observed,partner_roles,prm_state,prm_vendor,temporal_evidence,sources_inspected,queries_executed,pages_inspected,evidence_sufficiency,commercial_review_readiness,failure_stage,failure_reason,missing_critical_fields
,magentrix.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,unknown,reseller|solution_partner,strong_proxy,not_observed,not_observed,not_observed,confirmed,not_observed,confirmed,confirmed,confirmed,confirmed,not_attempted,not_attempted,not_observed,claimed,150,partner,0,suppressed_partner_tech,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,competitor_prm_confirmed,Magentrix,not_attempted,48,0,11,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|partner_people
,mews.com,NL,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,integration,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_observed,not_observed,not_attempted,not_attempted,confirmed,not_observed,,,11,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,34,0,17,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
,motorolasolutions.com,unknown,US/global,iot_hardware,en,search_query_family,query family ENGLISH_AUTHORIZED_RESELLER_HARDWARE,confirmed,established,unknown,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,confirmed,not_observed,,,,not_attempted,strong_supporting,Salesforce,strong_supporting,no,no,,,website_fingerprint,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,26,0,10,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
,myfactory.com,unknown,DACH,software,de,search_query_family,query family GERMAN_OPERATOR_FACHPARTNER,confirmed,established,direct,reseller|distributor,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,claimed,100,Partner,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,22,0,4,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people
,nordfarm.se,unknown,Nordics,manufacturing,sv,search_query_family,query family SWEDISH_RESELLER_OPERATOR,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,23,0,4,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,oneflow.com,SE,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,solution_partner,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,7,0,7,6,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,34,0,10,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,7 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
,ositalia.com,unknown,IT,software,it,search_query_family,query family ITALIAN_RESELLER_OPERATOR,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,20,0,7,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,paloaltonetworks.com,unknown,US/CA,cybersecurity,en,search_query_family,query family ENGLISH_MSP_PROGRAM,confirmed,established,direct,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,strong_supporting,Salesforce,strong_supporting,no,no,,,website_fingerprint,yes,1,0,1,1,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,26,0,10,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
partnernomics,partnernomics.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,unknown,referral,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,payfit.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,direct,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,established,Salesforce,confirmed_current,yes,no,,2026-05-18T12:20:53.000Z,company_current_vacancy,yes,18,0,18,18,4,1,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,47,0,4,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|deal_registration|partner_people|programme_scale
,planhat.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,solution_partner,confirmed,not_observed,not_observed,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,strong_supporting,Salesforce,strong_supporting,no,no,,,company_careers_index,yes,12,0,12,12,4,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,38,0,3,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,Only candidate-experience language: asking for a skill is not using the tool.,crm|deal_registration|partner_people|programme_scale
,pleo.io,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,technology,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_attempted,not_attempted,confirmed,claimed,40000,Unternehmen,15,not_attempted,mention_only,HubSpot,mention_only,no,no,,2026-08-21T10:11:26.744+00:00,company_ats_vacancy,yes,36,2,38,38,4,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,77,0,9,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,A CRM was named only in language that proves nothing about this company.,crm|deal_registration|partner_people
ppc protect,ppc-protect.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
,productsup.com,DE,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,unknown,reseller|distributor,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,35,0,13,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
rotageek,rotageek.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
,saas-partner.de,unknown,DACH,software,de,search_query_family,query family GERMAN_OPERATOR_FACHPARTNER,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,blocked,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,1,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
,sage.com,unknown,FR,software,fr,search_query_family,query family FRENCH_REVENDEUR_PROGRAM,confirmed,unknown,direct,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,blocked,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,8,0,2,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
,sana-commerce.com,NL,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,implementation|reseller,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,confirmed,not_observed,not_attempted,not_attempted,confirmed,not_observed,,,12,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,8,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,38,0,9,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
searchspring,searchspring.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerportal.io (smb PRM),confirmed_by_first_party_name_match,established,direct,solution_partner,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,formalised_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
shoppingfeed,shoppingfeed.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,direct,referral,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
skio,skio.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerportal.io (smb PRM),confirmed_by_first_party_name_match,established,direct,technology|solution_partner,strong_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,softwaresemplice.it,unknown,IT,software,it,search_query_family,query family ITALIAN_RESELLER_OPERATOR,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,5,0,5,5,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,16,0,3,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,spendesk.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,solution_partner,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,7,0,7,7,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,34,0,5,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,7 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
spotify,spotify.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by zinfi.com (enterprise PRM),confirmed,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
,start-platform.com,unknown,FR,software,fr,search_query_family,query family FRENCH_REVENDEUR_PROGRAM,confirmed,established,direct,reseller,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,confirmed,claimed,47,partners,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,26,0,13,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people
,stesi.it,unknown,IT,software,it,search_query_family,query family ITALIAN_RESELLER_OPERATOR,confirmed,established,unknown,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,25,0,9,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
superchat,superchat.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,direct,reseller|affiliate|agency,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
surfe,surfe.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,direct,reseller|referral|services|technology|integration|solution_partner,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
totalsoft,totalsoft.co,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,unknown,technology|reseller|solution_partner,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,trengo.com,NL,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,integration|technology|service_partner|solution_partner,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_attempted,not_attempted,not_observed,claimed,235,partner,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,1,0,1,1,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,competitor_prm_confirmed,Kiflo,not_attempted,47,0,12,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people
,twikey.com,BE,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,direct,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,10,0,10,10,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,41,0,6,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
,upsales.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,35,0,3,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,vectorsecurity.com,unknown,US,manufacturing,en,search_query_family,query family ENGLISH_AUTHORIZED_RESELLER_HARDWARE,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,blocked,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,3,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
,vinted.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,41,0,3,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,weglot.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,reseller|agency|technology|affiliate|integration|solution_partner,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,4,0,4,4,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,43,0,12,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,4 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
,yesicd.com,unknown,FR,software,fr,search_query_family,query family FRENCH_REVENDEUR_PROGRAM,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,1,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
,younium.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,,weak_proxy,not_observed,not_observed,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,39,0,8,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
